NAME,metropolitan statistical area/micropolitan statistical area,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,masters_degree,no_schooling,nursery_school,professional_degree,some_college_1_or_more_years,some_college_less_1_year
"Mount Vernon, OH Micro Area",34540,3960,6539,24.345291155708676,410,38.04659455031681,8.906931360975257,28.701182932999252,41507,1637,0,272,528,709,24,5,8,220,41,39,1027,280,14155,0,2640,544,0,516,4646,3307
"Mount Vernon-Anacortes, WA Metro Area",34580,10337,16796,29.134936253957388,863,25.52087789851972,9.166167536579104,36.178018310943784,93496,3864,114,1003,1374,1643,93,161,93,52,598,250,502,862,19997,54,7675,1771,0,1906,16590,6898
"Muncie, IN Metro Area",34620,7136,10543,25.690477886190443,1182,34.15426251691475,9.053486218930276,31.10177337796453,70205,4090,0,1548,1679,1233,15,2,38,8,50,108,550,493,19888,54,5549,578,0,762,9620,5079
"Murray, KY Micro Area",34660,1703,4131,32.32249786142002,412,31.424294268605646,8.618477331052182,27.634730538922152,23380,1412,0,422,365,387,0,9,78,0,11,132,167,195,5935,0,2634,249,0,380,3277,1481
"Murrells Inlet, SC Micro Area",34680,4819,9951,32.49164119710365,681,27.394309860310557,8.08598797973375,32.028060962852045,48751,1352,26,923,926,718,27,42,17,90,248,151,184,376,12003,0,4152,214,0,1056,7151,3644
"Muscatine, IA Micro Area",34700,3507,4632,22.714201572948063,256,35.155735717007936,9.517375186224578,32.612687523819424,28863,2007,0,522,478,468,49,19,8,25,130,144,118,388,8140,0,1419,398,0,249,3553,2353
"Muskegon-Norton Shores, MI Metro Area",34740,14745,18266,21.445691835036943,684,34.695121448986484,7.506033325371265,36.35315339060531,121409,7519,0,2067,2214,1546,0,51,87,81,262,179,745,691,34604,15,5785,1171,4,1302,17680,11711
"Muskogee, OK Micro Area",34780,4843,5849,19.029117441098737,354,34.13449592265468,13.015880187038334,33.820506449208246,44269,3302,32,831,1488,1001,24,37,12,72,315,125,583,697,11809,15,1982,476,54,239,6527,3602
"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",34820,29264,47837,26.596009839938446,3106,31.406887234449897,8.621866770701258,33.3752361549104,276831,11367,31,3949,3799,4861,81,456,316,325,1115,712,1818,3182,75577,0,18841,3080,143,3842,41470,21659
"Nacogdoches, TX Micro Area",34860,2055,6125,26.50526149220666,793,29.12677690745576,14.848221114539653,29.51974048579793,37917,1894,3,654,878,570,129,97,119,105,620,240,573,706,9150,0,2558,936,0,574,6959,2179
"Nantucket, MA Micro Area",34880,530,3878,58.38277511961722,469,16.038277511961724,4.009569377990431,21.56937799043062,10450,199,0,16,37,34,13,89,0,0,2,0,132,0,1477,0,1437,96,0,317,1239,485
"Napa, CA Metro Area",34900,8272,23885,38.517125422897266,1394,17.450453304986866,15.29278289399716,28.73963837811871,97837,2482,144,556,899,3241,161,720,116,258,2676,296,907,1058,14591,65,9006,3832,33,3399,12971,6875
"Naples-Marco Island, FL Metro Area",34940,26707,69373,39.54141631831966,5087,25.376898671888814,10.018382046312082,25.063302963479444,299749,10256,171,2740,2898,4936,668,849,581,1529,3375,1311,2584,2979,65811,10,33054,5345,54,11011,32332,16088
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",34980,101233,356216,39.87239164520184,25891,25.655427206510144,8.531244105870444,25.940937042417577,1389094,57033,414,15749,18579,23689,258,1626,1241,1676,6689,2861,10388,14741,299345,326,138564,19905,365,33194,170776,88335
"Natchez, MS-LA Micro Area",35020,2819,4300,18.75133689839572,297,36.69251336898396,16.77005347593583,27.786096256684488,37400,2785,38,1233,1650,501,1,49,100,120,225,278,713,705,10938,0,2076,659,0,340,6104,1469
"Natchitoches, LA Micro Area",35060,1441,3336,25.613559322033897,362,36.06779661016949,12.668926553672316,25.649717514124294,22125,1511,32,583,662,546,3,14,12,4,52,21,230,349,6469,2,1767,293,0,202,2802,1432
"New Bern, NC Micro Area",35100,10121,13080,25.293353767680195,700,28.060179931443546,8.856183534752038,37.79028276612422,85477,4816,49,1746,1486,891,85,99,87,102,241,304,581,831,19169,0,6859,1068,0,981,14681,7500
"Newberry, SC Micro Area",35140,3151,3652,23.480164368831367,207,32.512769307577095,13.729405891163255,30.277660432428284,26039,1014,0,656,678,511,22,12,0,108,468,163,379,186,7452,51,2015,330,11,240,3201,1532
"New Castle, IN Micro Area",35220,3092,3765,16.69668124517623,122,42.94085698767973,9.367407026269902,30.99505474087414,34983,2851,0,883,541,430,0,23,3,13,120,130,409,338,12171,0,1684,326,61,270,4729,3022
"New Haven, CT Metro Area",35300,27918,84323,41.07148705674876,11687,27.950872331044906,8.33331233860301,22.644328273603325,396925,11478,100,4318,5095,4673,471,744,441,1124,2246,995,2979,4037,99466,34,52400,5759,61,14613,41666,20297
"New Iberia, LA Micro Area",35340,3921,4781,14.654319086689691,170,42.1922087063637,16.816612041090163,26.336860165856447,45461,2942,4,1426,1348,1212,24,14,78,26,412,314,743,1305,16239,0,1440,739,0,271,5111,2941
"New Orleans-Metairie, LA Metro Area",35380,46585,135786,33.04942465183893,11402,26.20313521800578,12.511133791725554,28.236306338429735,692711,28520,206,12946,17210,13867,366,1036,826,2230,5922,3064,6549,9559,152992,186,60387,12523,176,21362,107495,41516
"New Philadelphia-Dover, OH Micro Area",35420,5270,8645,19.591836734693878,189,45.09187583079209,11.075142700758464,24.241144733755572,63945,2428,0,1089,1482,645,2,0,108,1,109,35,2449,747,26406,16,3217,386,13,477,6448,3783
"Newport, OR Micro Area",35440,3656,6725,28.810860003033522,586,23.87127761767531,8.246119621821123,39.07174275747005,39558,1994,0,506,431,967,1,15,20,85,270,78,133,357,7449,15,3379,372,12,707,7872,3928
"Newport, TN Micro Area",35460,1575,1996,11.645464497376468,204,47.3859046468612,16.3451738326224,24.623457023139935,26491,1886,0,756,580,516,0,185,99,41,22,70,1026,616,10667,0,703,419,0,182,3116,1832
"New Ulm, MN Micro Area",35580,2195,2950,24.193094124936632,42,35.1320903509266,7.125556244015097,33.54925928012167,17753,464,24,178,332,236,15,0,0,34,11,6,250,56,5773,0,1087,123,0,216,2687,1074
"New York-Newark-Jersey City, NY-NJ Metro Area",35620,946630,3465456,43.49715290429639,249280,23.217902828190542,12.432012404085958,20.852931863427106,13911545,427693,8719,150389,169210,338310,15744,35817,36155,64203,159490,49944,152091,149455,2802276,5417,1856167,388841,5700,480223,1337779,616556
"Niles, MI Metro Area",35660,11916,19480,30.249212525477116,1577,27.91550861589772,7.677413377802483,34.15786548082268,107940,4611,15,1806,1933,1292,11,12,61,14,133,197,654,733,25521,9,9612,1417,0,1982,15643,9311
"Nogales, AZ Micro Area",35700,2794,4808,24.069518545733363,296,26.37295933037283,22.293217469090447,27.26430465480336,31301,1767,10,654,688,1215,56,131,160,297,700,253,712,1278,6488,0,2025,822,2,405,4291,1449
"Norfolk, NE Micro Area",35740,5359,5102,23.26405070370025,354,31.074657470407306,7.092925715350919,38.568366110541525,32187,1157,62,260,310,374,53,87,19,15,94,16,420,120,8845,0,1756,439,14,276,4562,2493
"North Platte, NE Micro Area",35820,3572,3358,20.55802103879027,155,29.326923076923077,6.451347797501644,43.66370808678501,24336,1192,0,182,314,447,21,37,54,0,35,41,218,119,5945,0,1269,102,0,221,4483,2571
"North Port-Bradenton-Sarasota, FL Metro Area",35840,62963,148724,37.17864917303552,11852,26.964336417197078,7.180778695312686,28.676235714454723,676208,25701,216,6248,6925,13536,106,778,691,841,2243,870,4271,4297,156634,71,72094,7325,139,18735,85131,45817
"North Wilkesboro, NC Micro Area",35900,5598,5515,16.667715082510327,313,32.36459709379128,18.125013105198047,32.84267471850035,47691,2424,12,1819,1450,943,0,237,119,68,339,210,896,1745,13011,0,1793,797,9,328,5959,4106
"Norwalk, OH Micro Area",35940,3630,4369,16.94463980709334,281,44.78549181151411,9.346428212599216,28.92344016879333,39812,2137,42,518,791,871,0,27,3,28,40,62,456,322,15693,0,1664,513,48,432,4280,3605
"Norwich-New London-Willimantic, CT Metro Area",35980,17070,37885,34.63708122805949,2901,29.170978673322374,7.357297944441063,28.834642154177065,197124,8565,29,2290,2230,2966,44,191,70,305,709,420,1167,1372,48938,15,23458,2683,12,4034,25610,14160
"Oak Harbor, WA Micro Area",36020,7361,13735,35.73504594037127,1028,21.8919932495781,4.115882242640165,38.25707856741046,63996,1984,0,193,483,982,28,46,25,35,152,76,70,173,12026,0,6729,362,9,1377,11287,5835
"Ocala, FL Metro Area",36100,30762,41315,22.375784121369552,2124,34.77906430486086,10.385290297620694,32.45986127614889,289496,16561,43,5495,5313,6146,63,196,190,721,1386,649,2475,2737,84123,31,16993,4372,248,4345,40436,22772
"Ocean Pines, MD Micro Area",36180,3381,8061,32.67351169908184,583,30.2028828117287,6.303682495804126,30.81992299338533,40516,1407,0,510,475,522,0,48,73,45,51,8,68,362,10830,0,4034,392,0,560,6018,3088
"Odessa, TX Metro Area",36220,7940,11234,16.647462500892228,446,30.470383097614945,22.374042765807747,30.508111635685083,98069,6611,135,2767,3909,3660,306,662,576,273,2266,673,1489,1748,23271,0,3989,3478,0,657,14044,7935
"Ogden, UT Metro Area",36260,41687,90696,34.157786189527876,4156,24.321359257739065,5.51045641345272,36.01039813928034,394686,12073,46,1907,3563,6314,205,149,99,370,1399,793,1124,2145,83920,123,34336,3467,45,5628,66379,34062
"Oil City, PA Micro Area",36340,3746,4710,19.652744181046067,148,46.37424071386336,8.466376390904692,25.506638714185886,37206,1851,0,531,746,511,13,13,25,4,8,105,401,385,15403,2,2181,400,6,273,3797,1947
"Okeechobee, FL Micro Area",36380,2489,3270,16.10202016677715,12,35.22207878301525,20.01325843480688,28.662642615400717,28661,2622,7,1073,805,995,27,127,30,241,326,128,364,946,7473,0,1117,667,0,216,3345,2381
"Oklahoma City, OK Metro Area",36420,75936,201396,33.420249031450375,14092,26.17896597810824,10.108760933191222,30.292024057250167,945744,41647,478,13449,15711,18220,878,1683,1069,1706,6926,2030,7078,11445,205939,62,79389,14781,87,21193,138277,72272
"Olean, NY Micro Area",36460,6411,6055,20.673885518831376,470,40.117542566660994,10.779144698301113,28.42942721620651,52917,4165,8,1156,963,839,1,18,48,39,37,195,1074,494,17064,0,4003,807,25,412,5140,3493
"Olympia-Lacey-Tumwater, WA Metro Area",36500,23677,48591,37.175424490375065,2892,22.119850541550395,5.529489665610368,35.17523530246417,211430,9992,35,1262,2044,3205,0,235,43,199,328,228,544,1165,36776,61,22162,2334,8,4955,33185,17509
"Omaha, NE-IA Metro Area",36540,60395,159712,39.092540494060245,9591,22.53149018764818,7.306845124044702,31.069124194246868,641946,20674,268,4919,7635,8238,385,599,677,666,3403,1136,3444,3770,123966,176,65286,11348,242,16364,92448,46604
"Oneonta, NY Micro Area",36580,4415,7281,33.85222929936306,626,30.698089171974523,7.880254777070064,27.569426751592356,39250,2074,2,599,630,550,0,21,9,20,71,18,277,358,9975,0,4489,526,12,891,4253,2153
"Ontario, OR-ID Micro Area",36620,3876,4577,17.371297095197008,139,32.53849975161451,14.869140063272937,35.221063089915546,38247,2738,7,797,973,1024,27,252,148,117,686,68,464,640,9707,10,1672,474,0,256,5997,3598
"Opelousas, LA Micro Area",36660,4127,4986,14.329862151633204,311,39.91609229847168,19.41863949655379,26.335406053341327,53392,3095,8,2112,2028,1020,27,46,243,136,503,628,940,1741,18217,15,1862,909,12,492,7142,2792
"Orangeburg, SC Micro Area",36700,7292,5842,19.362033562274306,511,33.392338738228425,16.685548396233095,30.56007930326418,56492,2355,84,2312,2187,1516,32,45,244,169,214,520,492,1009,16509,12,3815,582,8,770,6810,3162
"Orlando-Kissimmee-Sanford, FL Metro Area",36740,210827,439223,35.8283338044377,23870,25.13807592508488,9.346340048423176,29.687250222054246,1889178,72962,907,22389,25934,41786,1120,2854,3195,4539,7965,6090,11319,15234,401941,204,174211,32342,691,39557,231579,118439
"Oshkosh-Neenah, WI Metro Area",36780,14056,24993,31.042219748223005,1261,31.73760383660187,5.486854500299734,31.733321914875397,116770,5254,0,950,1433,1834,3,12,50,158,116,22,539,531,31806,3,8419,754,2,1575,15272,7727
"Oskaloosa, IA Micro Area",36820,1925,2490,22.999589659417317,97,38.729311995623036,5.9704554780467785,32.300642866912874,14622,1035,0,151,131,219,0,0,11,2,0,5,181,77,4628,0,633,79,17,143,1583,1215
"Othello, WA Micro Area",36830,865,1150,15.42534415813625,41,29.324038122132016,30.06530180021179,25.185315919519947,11332,822,127,175,357,171,59,397,63,104,737,166,167,194,2501,9,466,681,0,91,1285,704
"Ottawa, IL Micro Area",36837,11978,13917,19.575368312717988,597,35.62960986487259,8.628904686576835,36.166117135832586,104938,6185,77,1497,1823,2108,11,31,6,81,243,87,880,892,31204,32,5258,1194,93,770,14607,11367
"Ottawa, KS Micro Area",36840,1429,2779,25.29615144816641,70,35.1414158589809,7.770787281074647,31.791645411778042,17643,683,0,354,232,257,0,0,42,0,41,28,113,118,5517,0,1410,186,0,204,2833,1347
"Ottumwa, IA Micro Area",36900,2744,2829,19.426168068626634,101,38.069459481968856,12.309486133089031,30.194886316315483,24014,1589,0,221,597,603,5,23,0,117,327,146,400,160,7553,0,1327,357,0,408,2717,1790
"Owatonna, MN Micro Area",36940,3126,5199,29.68203435129505,153,30.181189325158197,6.347521911724247,33.789254411822505,25443,973,0,282,273,262,0,10,0,24,3,58,134,203,6706,0,1704,352,14,496,3563,1908
"Owensboro, KY Metro Area",36980,8539,11104,24.669440591770687,705,34.77709530414108,8.998084670761507,31.55537943332673,75705,4381,4,1140,1111,1406,28,201,50,248,185,131,873,716,21947,72,5667,634,13,1200,9665,5685
"Owosso, MI Micro Area",37020,5770,6494,19.489415975807944,328,34.61973627368291,7.331673900968918,38.55917384954023,48611,2046,15,633,904,860,32,0,0,23,11,42,203,267,14783,41,2335,498,35,317,8759,4215
"Oxford, MS Micro Area",37060,3688,8236,37.45776424118403,1501,26.493123304620948,9.734450102317613,26.31466235187741,42026,2649,0,867,703,666,6,26,0,24,228,165,337,487,8485,0,4732,582,0,1273,4810,2561
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",37100,56650,128351,35.66576039958768,10236,19.457069920926468,14.711447329279345,30.165722350206504,578196,12407,576,6675,6644,13299,1339,3508,1900,2289,19669,2009,3469,7543,100093,359,53080,15641,141,14551,81928,35839
"Ozark, AL Micro Area",37120,3513,4370,19.327855284937336,186,31.180539134547175,14.276424686687161,35.21518089382833,33832,2194,0,1074,673,1036,55,28,52,44,132,221,376,470,8355,0,1726,657,12,257,5551,2850
"Paducah, KY-IL Metro Area",37140,8356,10631,23.777939181318605,508,34.67815981691357,7.974400789354676,33.56950021241315,72971,3956,3,1007,1423,817,0,44,0,22,194,182,700,762,21349,0,4805,649,16,1407,10063,6077
"Pahrump, NV Micro Area",37220,3437,3582,12.673745173745173,186,35.51640926640927,13.344594594594595,38.465250965250966,41440,2263,0,830,1177,1018,0,149,80,35,351,256,331,617,12455,0,1334,584,102,150,7956,4547
"Palatka, FL Micro Area",37260,3914,5285,14.094667646117045,280,40.637772880525894,17.786442146503173,27.481117326853894,53091,5203,153,1408,2065,1640,34,236,130,259,227,297,742,1686,16372,0,1704,553,13,214,7265,3411
"Palestine, TX Micro Area",37300,4045,4344,14.536875134733766,203,38.04642027353949,14.014706939088361,33.401997652638386,41749,5247,43,980,1329,444,57,59,69,188,231,241,575,1108,10637,13,1292,514,0,230,6457,3443
"Palm Bay-Melbourne-Titusville, FL Metro Area",37340,56787,94125,33.53988571773184,6365,26.08569231663899,6.8638283482916895,33.51059361733748,464289,19707,89,4473,5042,8664,32,171,160,421,1060,841,2300,3131,101406,104,47341,5231,149,7891,62734,36065
"Pampa, TX Micro Area",37420,1305,1772,15.639056120683689,49,36.23278665836274,14.780984014947062,33.3471732060065,14451,1385,50,244,338,177,18,102,17,15,445,81,124,316,3851,6,391,203,0,48,2199,1315
"Panama City-Panama City Beach, FL Metro Area",37460,16362,24461,26.095426845709973,1362,29.705953729170037,10.193873698969961,34.004745726150034,148344,9092,37,2688,3106,3006,14,166,121,155,516,230,1163,1714,34975,39,10756,2102,65,2132,21637,12445
"Paragould, AR Micro Area",37500,2443,3244,16.488969999679824,150,42.59277046713412,12.602055518201901,28.31620401498415,31233,2750,0,608,813,764,7,48,13,91,91,95,480,640,10553,0,1559,286,0,197,3932,2469
"Paris, TN Micro Area",37540,1320,2813,18.57972499786489,247,45.26859680587582,11.606456571867794,24.545221624391495,23418,1677,18,462,427,465,0,0,52,54,48,156,659,256,8924,0,962,121,0,329,2937,1491
"Paris, TX Micro Area",37580,4122,5602,19.59709948937956,289,35.07892466599827,12.161626524283616,33.16234932033855,42889,2625,9,965,1052,691,23,62,31,125,197,155,596,447,12420,0,2170,862,1,344,6578,3523
"Parkersburg-Vienna, WV Metro Area",37620,6834,9046,22.55345813425237,569,36.179212031017464,9.576251272812721,31.69107856191744,63835,3238,0,1274,1257,1070,13,32,17,27,62,349,525,979,19857,0,4093,508,0,689,8931,4465
"Payson, AZ Micro Area",37740,4269,4991,18.847188995215312,225,31.439393939393938,10.36682615629984,39.346590909090914,40128,2641,4,1140,1114,834,68,36,5,48,163,49,324,198,9975,3,2109,174,0,238,7966,3554
"Pella, IA Micro Area",37800,2529,5138,33.066320594289806,332,32.690414391837464,5.419314418687908,28.823950595184822,22346,783,0,270,163,224,0,0,0,19,27,13,305,103,6522,20,1545,67,0,374,2334,1578
"Pensacola-Ferry Pass-Brent, FL Metro Area",37860,41615,67652,29.714549834724636,4738,26.928959605580143,8.686761163090368,34.66972939660485,356980,16429,19,5080,6426,6721,161,199,234,297,894,473,2434,3968,79702,95,28316,3884,125,5369,52643,29506
"Peoria, IL Metro Area",37900,27022,50908,31.634115464541352,3100,29.073146651591998,6.365597904408545,32.92713997945811,251194,11405,8,2485,3253,3472,30,110,121,145,373,278,2017,1767,61625,19,21639,1901,11,3816,35114,20575
"Peru, IN Micro Area",37940,2608,2928,16.112745487795184,55,40.87620259203308,12.54671225252445,30.464339667647295,25154,1961,0,624,574,528,6,31,79,10,127,50,452,328,8321,0,917,340,7,153,3047,2008
"Petoskey, MI Micro Area",37950,2354,5855,40.24294052689699,283,24.637166745543464,3.9872219592995743,31.132670768259977,25356,618,0,169,219,334,0,0,0,0,2,0,66,79,5629,0,3197,139,3,869,3361,2179
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37980,324240,1048224,41.452125103191044,94114,27.03380067284012,7.918334778199612,23.595739445769222,4348730,133138,1650,46730,58353,74624,1672,4771,4355,6857,17246,7424,26293,32434,1042489,949,531709,59756,1233,128594,465166,236709
"Phoenix-Mesa-Chandler, AZ Metro Area",38060,309009,729148,34.56726141121921,47551,22.747562605405356,10.538562971774725,32.14661301160071,3370915,128887,1710,35155,46720,75687,3031,6555,3794,7426,35479,7917,28997,38155,637914,1180,318023,62345,1095,70511,520608,254018
"Picayune, MS Micro Area",38100,4615,4573,15.958621043714865,240,36.00379906050261,12.185229868829735,35.85235002695279,38957,4048,6,719,756,595,0,49,0,203,308,415,462,663,9978,25,1231,546,0,173,5967,3385
"Pierre, SD Micro Area",38180,1788,3452,34.34887737478411,234,28.8566493955095,4.0,32.79447322970639,14475,927,0,78,151,84,0,0,0,0,0,2,106,81,3250,0,825,77,0,461,1794,1165
"Pikeville, KY Micro Area",38210,5278,5753,15.6607912852712,240,38.73666691882896,19.086163855057116,26.516377940842727,66095,4476,58,2030,2362,1121,0,69,120,135,426,895,2268,1940,21127,0,3442,1176,15,916,8754,3494
"Pine Bluff, AR Micro Area",38220,2886,7046,20.172091729263542,381,41.48881205039545,11.104487103056316,27.234609117284688,50322,2736,0,846,1653,812,0,107,22,90,182,122,586,642,18142,0,2354,526,0,370,7311,3508
"Pinehurst-Southern Pines, NC Metro Area",38240,8811,18084,40.91314452491622,1277,19.97486758188304,7.265430764241704,31.84655712895903,74008,2234,17,914,872,774,0,60,121,41,364,306,486,614,12549,8,8972,785,15,1946,10438,4320
